Time	Current	Time	Current	Time	Current	Time	Current	Time	Current
s	A	s	A	s	A	s	A	s	A
	10 ms		20 ms		30 ms		40 ms		50 ms
8.76999997785788E-4	-1.220703125E-6	9.99999997475243E-4	-6.103515625E-7	8.58999997831233E-4	-6.103515625E-7	9.40999997624203E-4	-6.103515625E-7	8.54999997841333E-4	3.0517578125E-7
9.63999997566134E-4	3.0517578125E-7	0.00110399999721267	-1.52587890625E-6	9.42999997619154E-4	3.0517578125E-7	0.00103699999738183	2.74658203125E-6	9.50999997598956E-4	-3.0517578125E-7
0.00105099999734648	6.103515625E-7	0.00120699999695262	-1.8310546875E-6	0.00104499999736163	2.13623046875E-6	0.00113399999713693	1.8310546875E-6	0.00105199999734396	-3.0517578125E-7
0.00114799999710158	0	0.00130999999669257	1.220703125E-6	0.00114499999710915	0	0.00122899999689707	-6.103515625E-7	0.00115299999708895	3.0517578125E-7
0.00125099999684153	3.0517578125E-6	0.00141399999642999	-3.0517578125E-7	0.00124499999685668	1.220703125E-6	0.0013249999966547	-6.103515625E-7	0.00124599999685415	-6.103515625E-7
0.00135399999658148	-9.1552734375E-7	0.00151699999616994	-3.662109375E-6	0.00134599999660168	-1.8310546875E-6	0.00142099999641232	-6.103515625E-7	0.00134699999659915	0
0.00144899999634163	0	0.00162099999590737	-6.103515625E-7	0.0014459999963492	0	0.00151699999616994	-6.103515625E-7	0.00144799999634415	-3.0517578125E-7
0.00155199999608158	0	0.00172399999564732	3.0517578125E-7	0.00154599999609673	0	0.00161299999592757	-6.103515625E-7	0.00154899999608915	-2.13623046875E-6
0.00164699999584172	-9.1552734375E-7	0.00182699999538727	-3.0517578125E-7	0.00164699999584172	-3.35693359375E-6	0.00170799999568771	-3.0517578125E-6	0.00164999999583415	6.103515625E-7
0.00174999999558167	3.0517578125E-7	0.00193099999512469	0	0.00174699999558925	6.103515625E-7	0.00180499999544281	-1.220703125E-6	0.00175099999557915	-6.103515625E-7
0.00185299999532162	-6.103515625E-7	0.00203499999486212	-2.74658203125E-6	0.0018459999953393	-3.0517578125E-7	0.00189999999520296	1.220703125E-6	0.00185199999532415	0
0.00194799999508177	0	0.00213799999460207	-2.13623046875E-6	0.00194599999508682	0	0.00199699999495806	-6.103515625E-7	0.00195299999506915	-3.0517578125E-7
0.00204999999482425	-3.0517578125E-7	0.00224099999434202	-2.13623046875E-6	0.00204599999483435	-9.1552734375E-7	0.00209299999471568	6.103515625E-7	0.00204599999483435	9.1552734375E-7
0.0021529999945642	-1.220703125E-6	0.00234499999407944	3.96728515625E-6	0.00214699999457935	0	0.00218899999447331	0	0.00214699999457935	-2.44140625E-6
0.00224699999432687	-6.103515625E-7	0.00244799999381939	-2.44140625E-6	0.00224699999432687	-3.0517578125E-6	0.00228399999423345	-6.103515625E-7	0.00224799999432435	-3.0517578125E-7
0.00234999999406682	3.0517578125E-7	0.00255199999355682	-1.220703125E-6	0.00234799999407187	1.220703125E-6	0.00237999999399108	0	0.00234899999406935	-3.0517578125E-7
0.00245299999380677	0	0.00265499999329677	-3.0517578125E-7	0.00244799999381939	0	0.0024759999937487	3.0517578125E-6	0.00244999999381434	-3.0517578125E-7
0.00254799999356692	-6.103515625E-7	0.00275799999303672	-9.1552734375E-7	0.00254799999356692	3.0517578125E-7	0.00257199999350632	-3.0517578125E-7	0.00254999999356187	6.103515625E-7
0.00265099999330687	-3.0517578125E-7	0.00286199999277414	0	0.00264699999331697	-1.220703125E-6	0.00266699999326647	1.8310546875E-6	0.00265099999330687	-3.0517578125E-7
0.00275299999304934	0	0.00296499999251409	2.44140625E-6	0.00274799999306197	-3.662109375E-6	0.0027629999930241	-6.103515625E-7	0.00275199999305187	3.0517578125E-7
0.00284899999280697	-3.0517578125E-7	0.00306899999225152	1.220703125E-6	0.00284799999280949	2.44140625E-6	0.00285899999278172	3.0517578125E-7	0.00285299999279687	6.103515625E-7
0.00295099999254944	-3.0517578125E-7	0.00317199999199147	-9.1552734375E-7	0.00294799999255702	6.103515625E-7	0.00295499999253934	-9.1552734375E-7	0.00294599999256207	-2.44140625E-6
0.00305299999229192	-3.0517578125E-7	0.00327499999173142	-1.8310546875E-6	0.00304799999230454	2.74658203125E-6	0.00305099999229697	-6.103515625E-7	0.00304699999230706	3.0517578125E-7
0.00314799999205206	3.0517578125E-7	0.00337899999146885	-3.662109375E-6	0.00314799999205206	-4.57763671875E-6	0.00314799999205206	6.103515625E-7	0.00314799999205206	-1.220703125E-6
0.00325099999179201	-1.220703125E-6	0.0034819999912088	-3.0517578125E-7	0.00324899999179706	-3.0517578125E-7	0.00325399999178444	3.0517578125E-7	0.00324899999179706	0
0.00335299999153449	-6.103515625E-7	0.00358599999094622	0	0.00334899999154459	-2.44140625E-6	0.00334699999154964	6.103515625E-7	0.00334999999154206	-3.0517578125E-7
0.00344899999129211	-3.0517578125E-7	0.00368899999068617	-3.0517578125E-7	0.00344899999129211	-6.103515625E-7	0.00345399999127949	-9.1552734375E-7	0.00345099999128706	-3.0517578125E-7
